AeroDyn airfoil file.  Compatible with AeroDyn v12.5.  1*S818 + 6*S816 - Generated by M. Buhl.
Data came from Eppler data that was extended and blended by AirfoilPrep.
   5        Number of airfoil tables in this file
   1.0       2.0       3.0       4.0       5.0      Reynolds numbers in millions
   9.00      9.00      9.00     10.00     10.00     Stall angle (deg)
   0.0       0.0       0.0       0.0       0.0      unused parameter
   0.0       0.0       0.0       0.0       0.0      unused parameter
   0.0       0.0       0.0       0.0       0.0      unused parameter
  -3.5082   -3.5099   -3.5138   -3.5142   -3.5016   Zero Cn angle of attack (deg)
   5.9590    5.9606    5.9614    5.9219    5.9484   Cn slope for zero lift (dimensionless)
   1.3009    1.3014    1.3020    1.3968    1.4017   Cn extrapolated to value at positive stall angle of attack
  -0.7943   -0.7794   -0.7811   -0.8565   -0.8646   Cn at stall value for negative angle of attack
  -2.00     -2.00     -2.00     -1.00      0.00     Angle of attack for minimum CD (deg)
   0.0070    0.0069    0.0068    0.0065    0.0064   Minimum CD value
-180.00   0.000 0.0100   0.000 0.0100   0.000 0.0100   0.000 0.0100   0.000 0.0100
-170.00   0.817 0.0262   0.812 0.0246   0.814 0.0243   0.898 0.0173   0.906 0.0168
-160.00   0.701 0.1868   0.710 0.1852   0.711 0.1850   0.761 0.1755   0.765 0.1750
-150.00   0.723 0.4329   0.728 0.4314   0.729 0.4312   0.759 0.4224   0.761 0.4220
-140.00   0.734 0.7350   0.737 0.7338   0.738 0.7336   0.755 0.7258   0.757 0.7254
-130.00   0.692 1.0571   0.694 1.0560   0.694 1.0558   0.705 1.0494   0.706 1.0490
-120.00   0.588 1.3605   0.589 1.3597   0.589 1.3595   0.595 1.3545   0.595 1.3542
-110.00   0.426 1.6091   0.427 1.6085   0.427 1.6084   0.429 1.6050   0.430 1.6048
-100.00   0.223 1.7733   0.223 1.7730   0.223 1.7729   0.224 1.7712   0.224 1.7711
 -90.00   0.000 1.8337   0.000 1.8337   0.000 1.8337   0.000 1.8337   0.000 1.8337
 -80.00  -0.223 1.7733  -0.223 1.7730  -0.223 1.7729  -0.224 1.7712  -0.224 1.7711
 -70.00  -0.426 1.6091  -0.427 1.6085  -0.427 1.6084  -0.429 1.6050  -0.430 1.6048
 -60.00  -0.588 1.3605  -0.589 1.3597  -0.589 1.3595  -0.595 1.3545  -0.595 1.3542
 -50.00  -0.692 1.0571  -0.694 1.0560  -0.694 1.0558  -0.705 1.0494  -0.706 1.0490
 -40.00  -0.734 0.7350  -0.737 0.7338  -0.738 0.7336  -0.755 0.7258  -0.757 0.7254
 -30.00  -0.723 0.4329  -0.728 0.4314  -0.729 0.4312  -0.759 0.4224  -0.761 0.4220
 -20.00  -0.701 0.1868  -0.710 0.1852  -0.711 0.1850  -0.761 0.1755  -0.765 0.1750
 -10.00  -0.802 0.0274  -0.787 0.0271  -0.788 0.0269  -0.866 0.0186  -0.875 0.0180
  -6.00  -0.276 0.0146  -0.276 0.0145  -0.275 0.0144  -0.307 0.0114  -0.311 0.0111
  -5.00  -0.158 0.0118  -0.158 0.0118  -0.158 0.0117  -0.174 0.0100  -0.177 0.0098
  -4.00  -0.041 0.0092  -0.041 0.0091  -0.040 0.0090  -0.042 0.0086  -0.044 0.0085
  -3.00   0.038 0.0070   0.038 0.0070   0.039 0.0069   0.039 0.0066   0.039 0.0064
  -2.00   0.148 0.0070   0.148 0.0069   0.148 0.0068   0.148 0.0066   0.148 0.0064
  -1.00   0.257 0.0070   0.257 0.0069   0.258 0.0068   0.258 0.0065   0.258 0.0064
   0.00   0.367 0.0070   0.367 0.0069   0.368 0.0068   0.368 0.0065   0.368 0.0064
