AeroDyn airfoil file.  Compatible with AeroDyn v12.5.  1*S818 + 6*S816 - Generated by M. Buhl.
Data came from Eppler data that was extended and blended by AirfoilPrep.
   5        Number of airfoil tables in this file
   3.0       3.5       4.0       4.5       5.0      Reynolds numbers in millions
   9.00      9.00     10.00     10.00     10.00     Stall angle (deg)
   0.0       0.0       0.0       0.0       0.0      unused parameter
   0.0       0.0       0.0       0.0       0.0      unused parameter
   0.0       0.0       0.0       0.0       0.0      unused parameter
  -3.1956   -3.1927   -3.2736   -3.2699   -3.2642   Zero Cn angle of attack (deg)
   5.9640    5.9793    5.8526    5.8653    5.8801   Cn slope for zero lift (dimensionless)
   1.2695    1.2724    1.3559    1.3584    1.3613   Cn extrapolated to value at positive stall angle of attack
  -0.7761   -0.7809   -0.8780   -0.8842   -0.8876   Cn at stall value for negative angle of attack
  -2.00     -1.00     -1.00     -2.00      0.00     Angle of attack for minimum CD (deg)
   0.0065    0.0063    0.0062    0.0061    0.0060   Minimum CD value
-180.00   0.000 0.0100   0.000 0.0100   0.000 0.0100   0.000 0.0100   0.000 0.0100
-170.00   0.783 0.0281   0.788 0.0276   0.888 0.0185   0.895 0.0182   0.898 0.0179
-160.00   0.674 0.1892   0.677 0.1887   0.723 0.1800   0.726 0.1797   0.727 0.1795
-150.00   0.709 0.4361   0.710 0.4357   0.737 0.4277   0.739 0.4274   0.740 0.4271
-140.00   0.726 0.7393   0.727 0.7389   0.744 0.7318   0.745 0.7316   0.745 0.7313
-130.00   0.689 1.0624   0.689 1.0621   0.699 1.0561   0.700 1.0559   0.700 1.0557
-120.00   0.587 1.3667   0.587 1.3665   0.592 1.3618   0.593 1.3617   0.593 1.3615
-110.00   0.427 1.6160   0.427 1.6158   0.429 1.6126   0.429 1.6125   0.429 1.6124
-100.00   0.223 1.7805   0.223 1.7804   0.224 1.7788   0.224 1.7787   0.224 1.7787
 -90.00   0.000 1.8408   0.000 1.8408   0.000 1.8408   0.000 1.8408   0.000 1.8408
 -80.00  -0.223 1.7805  -0.223 1.7804  -0.224 1.7788  -0.224 1.7787  -0.224 1.7787
 -70.00  -0.427 1.6160  -0.427 1.6158  -0.429 1.6126  -0.429 1.6125  -0.429 1.6124
 -60.00  -0.587 1.3667  -0.587 1.3665  -0.592 1.3618  -0.593 1.3617  -0.593 1.3615
 -50.00  -0.689 1.0624  -0.689 1.0621  -0.699 1.0561  -0.700 1.0559  -0.700 1.0557
 -40.00  -0.726 0.7393  -0.727 0.7389  -0.744 0.7318  -0.745 0.7316  -0.745 0.7313
 -30.00  -0.709 0.4361  -0.710 0.4357  -0.737 0.4277  -0.739 0.4274  -0.740 0.4271
 -20.00  -0.674 0.1892  -0.677 0.1887  -0.723 0.1800  -0.726 0.1797  -0.727 0.1795
 -10.00  -0.783 0.0281  -0.788 0.0276  -0.888 0.0185  -0.895 0.0182  -0.898 0.0179
  -4.00  -0.068 0.0091  -0.069 0.0088  -0.070 0.0087  -0.072 0.0085  -0.072 0.0085
  -3.00   0.006 0.0066   0.006 0.0064   0.006 0.0063   0.006 0.0062   0.006 0.0061
  -2.00   0.116 0.0065   0.116 0.0064   0.116 0.0063   0.116 0.0061   0.116 0.0061
  -1.00   0.226 0.0065   0.226 0.0063   0.226 0.0062   0.226 0.0061   0.226 0.0061
   0.00   0.336 0.0065   0.336 0.0063   0.336 0.0062   0.336 0.0061   0.336 0.0060
   1.00   0.444 0.0066   0.446 0.0064   0.446 0.0063   0.446 0.0061   0.446 0.0060
   2.00   0.551 0.0067   0.552 0.0065   0.554 0.0064   0.555 0.0062   0.556 0.0061
   3.00   0.658 0.0067   0.659 0.0066   0.660 0.0064   0.661 0.0063   0.662 0.0062
   4.00   0.764 0.0069   0.765 0.0067   0.766 0.0065   0.768 0.0064   0.769 0.0063
   5.00   0.869 0.0070   0.871 0.0068   0.872 0.0067   0.874 0.0065   0.875 0.0064
   6.00   0.974 0.0072   0.976 0.0070   0.978 0.0068   0.979 0.0067   0.980 0.0065
   7.00   1.021 0.0138   1.024 0.0136   1.027 0.0134   1.028 0.0133   1.031 0.0131
   8.00   1.105 0.0160   1.111 0.0156   1.115 0.0152   1.118 0.0149   1.121 0.0146
   9.00   1.182 0.0176   1.190 0.0171   1.196 0.0168   1.202 0.0164   1.208 0.0161
  10.00   1.119 0.0281   1.126 0.0276   1.269 0.0185   1.278 0.0182   1.283 0.0179
  20.00   0.963 0.1892   0.967 0.1887   1.033 0.1800   1.037 0.1797   1.039 0.1795
  30.00   1.013 0.4361   1.015 0.4357   1.053 0.4277   1.056 0.4274   1.057 0.4271
  40.00   1.038 0.7393   1.039 0.7389   1.062 0.7318   1.064 0.7316   1.065 0.7313
  50.00   0.984 1.0624   0.985 1.0621   0.999 1.0561   0.999 1.0559   1.000 1.0557
  60.00   0.839 1.3667   0.839 1.3665   0.846 1.3618   0.847 1.3617   0.847 1.3615
  70.00   0.610 1.6160   0.610 1.6158   0.613 1.6126   0.613 1.6125   0.613 1.6124
  80.00   0.319 1.7805   0.319 1.7804   0.320 1.7788   0.320 1.7787   0.320 1.7787
  90.00   0.000 1.8408   0.000 1.8408   0.000 1.8408   0.000 1.8408   0.000 1.8408
 100.00  -0.223 1.7805  -0.223 1.7804  -0.224 1.7788  -0.224 1.7787  -0.224 1.7787
 110.00  -0.427 1.6160  -0.427 1.6158  -0.429 1.6126  -0.429 1.6125  -0.429 1.6124
 120.00  -0.587 1.3667  -0.587 1.3665  -0.592 1.3618  -0.593 1.3617  -0.593 1.3615
 130.00  -0.689 1.0624  -0.689 1.0621  -0.699 1.0561  -0.700 1.0559  -0.700 1.0557
 140.00  -0.726 0.7393  -0.727 0.7389  -0.744 0.7318  -0.745 0.7316  -0.745 0.7313
 150.00  -0.709 0.4361  -0.710 0.4357  -0.737 0.4277  -0.739 0.4274  -0.740 0.4271
 160.00  -0.674 0.1892  -0.677 0.1887  -0.723 0.1800  -0.726 0.1797  -0.727 0.1795
 170.00  -0.783 0.0281  -0.788 0.0276  -0.888 0.0185  -0.895 0.0182  -0.898 0.0179
 180.00   0.000 0.0100   0.000 0.0100   0.000 0.0100   0.000 0.0100   0.000 0.0100
