AeroDyn airfoil file.  Compatible with AeroDyn v12.5.  5*S818 + 2*S816 - Generated by M. Buhl.
Data came from Eppler data that was extended and blended by AirfoilPrep.
   5        Number of airfoil tables in this file
   1.0       2.0       3.0       4.0       5.0      Reynolds numbers in millions
  11.00     12.00     12.00     13.00     13.00     Stall angle (deg)
   0.0       0.0       0.0       0.0       0.0      unused parameter
   0.0       0.0       0.0       0.0       0.0      unused parameter
   0.0       0.0       0.0       0.0       0.0      unused parameter
  -4.6882   -4.8071   -4.8377   -4.8848   -4.8738   Zero Cn angle of attack (deg)
   5.9374    5.7969    5.7846    5.7387    5.7535   Cn slope for zero lift (dimensionless)
   1.6257    1.7004    1.6999    1.7913    1.7948   Cn extrapolated to value at positive stall angle of attack
  -0.8672   -0.7928   -0.8013   -0.7702   -0.7730   Cn at stall value for negative angle of attack
  -3.00     -3.00     -2.00     -3.00     -3.00     Angle of attack for minimum CD (deg)
   0.0087    0.0084    0.0080    0.0078    0.0077   Minimum CD value
-180.00   0.000 0.0100   0.000 0.0100   0.000 0.0100   0.000 0.0100   0.000 0.0100
-170.00   0.955 0.0187   0.926 0.0105   0.937 0.0091   0.935 0.0124   0.937 0.0123
-160.00   0.806 0.1770   0.851 0.1692   0.859 0.1679   0.916 0.1572   0.917 0.1571
-150.00   0.779 0.4198   0.806 0.4126   0.810 0.4114   0.843 0.4016   0.844 0.4014
-140.00   0.764 0.7180   0.779 0.7117   0.782 0.7106   0.802 0.7019   0.803 0.7017
-130.00   0.706 1.0359   0.715 1.0306   0.717 1.0297   0.729 1.0224   0.729 1.0223
-120.00   0.592 1.3357   0.597 1.3315   0.598 1.3308   0.604 1.3252   0.604 1.3251
-110.00   0.425 1.5815   0.428 1.5787   0.428 1.5782   0.431 1.5743   0.431 1.5743
-100.00   0.221 1.7444   0.221 1.7429   0.221 1.7427   0.222 1.7407   0.222 1.7407
 -90.00   0.000 1.8051   0.000 1.8051   0.000 1.8051   0.000 1.8051   0.000 1.8051
 -80.00  -0.221 1.7444  -0.221 1.7429  -0.221 1.7427  -0.222 1.7407  -0.222 1.7407
 -70.00  -0.425 1.5815  -0.428 1.5787  -0.428 1.5782  -0.431 1.5743  -0.431 1.5743
 -60.00  -0.592 1.3357  -0.597 1.3315  -0.598 1.3308  -0.604 1.3252  -0.604 1.3251
 -50.00  -0.706 1.0359  -0.715 1.0306  -0.717 1.0297  -0.729 1.0224  -0.729 1.0223
 -40.00  -0.764 0.7180  -0.779 0.7117  -0.782 0.7106  -0.802 0.7019  -0.803 0.7017
 -30.00  -0.779 0.4198  -0.806 0.4126  -0.810 0.4114  -0.843 0.4016  -0.844 0.4014
 -20.00  -0.806 0.1770  -0.851 0.1692  -0.859 0.1679  -0.916 0.1572  -0.917 0.1571
 -10.00  -0.876 0.0243  -0.801 0.0231  -0.810 0.0221  -0.779 0.0188  -0.782 0.0186
  -6.00  -0.155 0.0110  -0.154 0.0108  -0.152 0.0104  -0.162 0.0093  -0.164 0.0092
  -5.00  -0.043 0.0101  -0.043 0.0099  -0.041 0.0096  -0.045 0.0089  -0.046 0.0088
  -4.00   0.068 0.0094   0.068 0.0090   0.071 0.0087   0.071 0.0084   0.070 0.0084
  -3.00   0.166 0.0087   0.167 0.0084   0.169 0.0080   0.170 0.0078   0.170 0.0077
  -2.00   0.274 0.0089   0.275 0.0085   0.277 0.0080   0.278 0.0078   0.278 0.0077
  -1.00   0.382 0.0089   0.383 0.0086   0.385 0.0081   0.386 0.0078   0.386 0.0078
   0.00   0.490 0.0091   0.492 0.0086   0.494 0.0081   0.495 0.0079   0.495 0.0079
   1.00   0.597 0.0092   0.599 0.0088   0.601 0.0083   0.602 0.0081   0.602 0.0080
   2.00   0.704 0.0094   0.705 0.0090   0.708 0.0085   0.710 0.0083   0.710 0.0082
   3.00   0.810 0.0096   0.812 0.0091   0.814 0.0086   0.816 0.0084   0.817 0.0083
   4.00   0.916 0.0098   0.918 0.0094   0.920 0.0089   0.922 0.0086   0.923 0.0086
   5.00   1.021 0.0101   1.023 0.0097   1.026 0.0092   1.028 0.0090   1.029 0.0089
   6.00   1.126 0.0105   1.128 0.0101   1.131 0.0096   1.134 0.0092   1.134 0.0091
